Outlet_ID,Distributor_ID,Outlet_Type,Cooler_Count,Trade_Spend_LKR,Discount_LKR,Merchandising_LKR,Promotional_LKR,w_discount,w_merchandising,w_promotional
OUT_02373,DIST_W_01,Kiosk,5,2204.15,881.66,881.66,440.83,0.4,0.4,0.2
OUT_02374,DIST_W_01,Grocery,2,180.47,72.19,72.19,36.09,0.4,0.4,0.2
OUT_02375,DIST_W_01,SMMT,1,255.94,102.38,102.37,51.19,0.4,0.4,0.2
OUT_02376,DIST_W_03,Hotel,0,106.97,21.39,58.84,26.74,0.2,0.55,0.25
OUT_02377,DIST_W_02,Hotel,0,102.12,20.42,56.17,25.53,0.2,0.55,0.25
OUT_02378,DIST_W_03,Bakery,1,59.57,23.83,23.83,11.91,0.4,0.4,0.2
OUT_02379,DIST_W_03,Kiosk,2,133.45,53.38,53.38,26.69,0.4,0.4,0.2
OUT_02380,DIST_W_01,Kiosk,1,590.77,236.31,236.31,118.15,0.4,0.4,0.2
OUT_02381,DIST_W_03,Hotel,1,141.29,56.52,56.51,28.26,0.4,0.4,0.2
OUT_02382,DIST_W_03,Bakery,1,53.33,21.33,21.33,10.67,0.4,0.4,0.2
OUT_02383,DIST_W_02,SMMT,3,3689.16,1475.66,1475.67,737.83,0.4,0.4,0.2
OUT_02384,DIST_W_01,Hotel,2,188.58,37.72,56.57,94.29,0.2,0.3,0.5
OUT_02385,DIST_W_01,Grocery,4,758.71,303.48,303.49,151.74,0.4,0.4,0.2
OUT_02386,DIST_W_03,Grocery,3,796.27,318.51,318.51,159.25,0.4,0.4,0.2
OUT_02387,DIST_W_03,Kiosk,3,1121.58,448.63,448.63,224.32,0.4,0.4,0.2
OUT_02388,DIST_W_02,Grocery,1,459.65,183.86,183.86,91.93,0.4,0.4,0.2
OUT_02390,DIST_W_02,Kiosk,2,115.26,46.1,46.11,23.05,0.4,0.4,0.2
OUT_02391,DIST_W_02,SMMT,1,264.86,105.94,105.95,52.97,0.4,0.4,0.2
OUT_02392,DIST_W_03,Kiosk,0,248.59,49.72,136.72,62.15,0.2,0.55,0.25
OUT_02393,DIST_W_01,Grocery,0,776.46,155.29,427.05,194.12,0.2,0.55,0.25
OUT_02394,DIST_W_01,Bakery,2,115.51,46.2,46.21,23.1,0.4,0.4,0.2
OUT_02395,DIST_W_01,Kiosk,0,126.4,25.28,69.52,31.6,0.2,0.55,0.25
OUT_02396,DIST_W_03,Bakery,2,129.28,51.71,51.71,25.86,0.4,0.4,0.2
OUT_02397,DIST_W_01,Bakery,0,179.83,35.97,98.9,44.96,0.2,0.55,0.25
OUT_02398,DIST_W_02,Pharmacy,0,89.61,17.92,49.29,22.4,0.2,0.55,0.25
OUT_02399,DIST_W_01,Eatery,3,1095.86,438.34,438.35,219.17,0.4,0.4,0.2
OUT_02400,DIST_W_03,Hotel,1,72.81,29.12,29.13,14.56,0.4,0.4,0.2
OUT_02401,DIST_W_02,Hotel,3,4146.28,829.26,1243.88,2073.14,0.2,0.3,0.5
OUT_02402,DIST_W_03,Bakery,0,918.85,183.77,505.37,229.71,0.2,0.55,0.25
OUT_02403,DIST_W_03,Bakery,0,177.67,35.53,97.72,44.42,0.2,0.55,0.25
OUT_02404,DIST_W_03,Grocery,3,1118.19,447.28,447.27,223.64,0.4,0.4,0.2
OUT_02405,DIST_W_01,Kiosk,5,917.42,366.97,366.97,183.48,0.4,0.4,0.2
OUT_02406,DIST_W_01,Pharmacy,0,143.31,28.66,78.82,35.83,0.2,0.55,0.25
OUT_02407,DIST_W_02,Bakery,2,187.4,74.96,74.96,37.48,0.4,0.4,0.2
OUT_02408,DIST_W_01,Kiosk,2,117.06,46.82,46.83,23.41,0.4,0.4,0.2
OUT_02409,DIST_W_03,Hotel,1,283.73,113.49,113.49,56.75,0.4,0.4,0.2
OUT_02410,DIST_W_01,Eatery,0,160.12,32.02,88.07,40.03,0.2,0.55,0.25
OUT_02411,DIST_W_03,Pharmacy,1,803.99,321.6,321.59,160.8,0.4,0.4,0.2
OUT_02412,DIST_W_01,SMMT,0,149.01,29.8,81.96,37.25,0.2,0.55,0.25
OUT_02413,DIST_W_01,Bakery,1,49.56,19.82,19.83,9.91,0.4,0.4,0.2
OUT_02414,DIST_W_03,Eatery,0,134.4,26.88,73.92,33.6,0.2,0.55,0.25
OUT_02415,DIST_W_02,Eatery,4,1013.35,405.34,405.34,202.67,0.4,0.4,0.2
OUT_02416,DIST_W_02,Hotel,4,762.91,305.16,305.17,152.58,0.4,0.4,0.2
OUT_02417,DIST_W_01,Kiosk,1,562.02,224.81,224.81,112.4,0.4,0.4,0.2
OUT_02418,DIST_W_03,SMMT,3,743.86,297.54,297.55,148.77,0.4,0.4,0.2
OUT_02419,DIST_W_01,SMMT,2,142.67,57.07,57.07,28.53,0.4,0.4,0.2
OUT_02420,DIST_W_02,SMMT,1,69.67,27.87,27.87,13.93,0.4,0.4,0.2
OUT_02421,DIST_W_02,SMMT,1,68.56,27.42,27.43,13.71,0.4,0.4,0.2
OUT_02422,DIST_W_03,Grocery,5,2539.99,1016.0,1015.99,508.0,0.4,0.4,0.2
OUT_02423,DIST_W_02,Kiosk,2,89.64,35.86,35.85,17.93,0.4,0.4,0.2
OUT_02424,DIST_W_02,SMMT,0,81.83,16.37,45.0,20.46,0.2,0.55,0.25
OUT_02425,DIST_W_03,Kiosk,1,263.62,105.45,105.45,52.72,0.4,0.4,0.2
OUT_02427,DIST_W_01,Bakery,2,221.5,88.6,88.6,44.3,0.4,0.4,0.2
OUT_02428,DIST_W_03,Pharmacy,2,201.09,40.22,60.33,100.54,0.2,0.3,0.5
OUT_02429,DIST_W_01,Bakery,0,952.89,190.58,524.09,238.22,0.2,0.55,0.25
OUT_02430,DIST_W_02,Grocery,2,144.21,57.68,57.69,28.84,0.4,0.4,0.2
OUT_02431,DIST_W_03,SMMT,4,3848.45,769.69,1154.54,1924.22,0.2,0.3,0.5
OUT_02432,DIST_W_02,Pharmacy,0,1360.59,272.12,748.32,340.15,0.2,0.55,0.25
OUT_02433,DIST_W_03,Bakery,0,147.99,29.6,81.39,37.0,0.2,0.55,0.25
OUT_02434,DIST_W_01,Hotel,0,123.68,24.74,68.02,30.92,0.2,0.55,0.25
OUT_02435,DIST_W_01,Bakery,1,59.24,23.7,23.69,11.85,0.4,0.4,0.2
OUT_02436,DIST_W_02,SMMT,3,548.04,219.22,219.21,109.61,0.4,0.4,0.2
OUT_02437,DIST_W_02,Eatery,5,1673.44,669.38,669.37,334.69,0.4,0.4,0.2
OUT_02438,DIST_W_02,Grocery,0,809.88,161.98,445.43,202.47,0.2,0.55,0.25
OUT_02439,DIST_W_03,Grocery,2,138.34,55.34,55.33,27.67,0.4,0.4,0.2
OUT_02440,DIST_W_03,Bakery,1,111.42,44.57,44.57,22.28,0.4,0.4,0.2
OUT_02441,DIST_W_02,Eatery,0,118.22,23.64,65.02,29.56,0.2,0.55,0.25
OUT_02442,DIST_W_01,Pharmacy,2,431.09,172.44,172.43,86.22,0.4,0.4,0.2
OUT_02443,DIST_W_02,Pharmacy,1,85.53,34.21,34.21,17.11,0.4,0.4,0.2
OUT_02444,DIST_W_02,Bakery,3,1128.26,451.3,451.31,225.65,0.4,0.4,0.2
OUT_02445,DIST_W_02,Grocery,1,166.14,66.46,66.45,33.23,0.4,0.4,0.2
OUT_02446,DIST_W_01,Pharmacy,1,315.19,126.08,126.07,63.04,0.4,0.4,0.2
OUT_02447,DIST_W_03,Grocery,1,76.66,30.66,30.67,15.33,0.4,0.4,0.2
OUT_02448,DIST_W_03,Pharmacy,0,151.63,30.33,83.39,37.91,0.2,0.55,0.25
OUT_02449,DIST_W_02,Hotel,0,102.08,20.42,56.14,25.52,0.2,0.55,0.25
OUT_02450,DIST_W_01,SMMT,0,138.57,27.71,76.22,34.64,0.2,0.55,0.25
OUT_02451,DIST_W_01,Kiosk,1,218.96,87.58,87.59,43.79,0.4,0.4,0.2
OUT_02452,DIST_W_03,Kiosk,4,1021.02,408.41,408.41,204.2,0.4,0.4,0.2
OUT_02453,DIST_W_01,Bakery,0,94.22,18.84,51.82,23.56,0.2,0.55,0.25
OUT_02454,DIST_W_03,Hotel,1,213.08,85.23,85.23,42.62,0.4,0.4,0.2
OUT_02455,DIST_W_01,Kiosk,1,168.32,67.33,67.33,33.66,0.4,0.4,0.2
OUT_02456,DIST_W_03,Bakery,1,556.37,222.55,222.55,111.27,0.4,0.4,0.2
OUT_02457,DIST_W_01,Grocery,1,300.9,120.36,120.36,60.18,0.4,0.4,0.2
OUT_02458,DIST_W_02,Bakery,4,1349.94,539.98,539.97,269.99,0.4,0.4,0.2
OUT_02459,DIST_W_02,Grocery,4,4073.94,1629.58,1629.57,814.79,0.4,0.4,0.2
OUT_02460,DIST_W_02,Pharmacy,1,292.01,116.8,116.81,58.4,0.4,0.4,0.2
OUT_02461,DIST_W_01,Bakery,0,159.73,31.95,87.85,39.93,0.2,0.55,0.25
OUT_02462,DIST_W_01,Grocery,1,80.08,32.03,32.03,16.02,0.4,0.4,0.2
OUT_02463,DIST_W_01,Kiosk,0,140.45,28.09,77.25,35.11,0.2,0.55,0.25
OUT_02464,DIST_W_01,Eatery,1,73.52,29.41,29.41,14.7,0.4,0.4,0.2
OUT_02465,DIST_W_01,Pharmacy,1,56.22,22.49,22.49,11.24,0.4,0.4,0.2
OUT_02466,DIST_W_03,Bakery,2,362.57,145.03,145.03,72.51,0.4,0.4,0.2
OUT_02467,DIST_W_01,Pharmacy,0,148.33,29.67,81.58,37.08,0.2,0.55,0.25
OUT_02468,DIST_W_03,Grocery,1,590.76,236.3,236.31,118.15,0.4,0.4,0.2
OUT_02469,DIST_W_03,Grocery,1,200.45,80.18,80.18,40.09,0.4,0.4,0.2
OUT_02470,DIST_W_03,Pharmacy,2,173.72,69.49,69.49,34.74,0.4,0.4,0.2
OUT_02471,DIST_W_01,Bakery,4,2874.49,1149.8,1149.79,574.9,0.4,0.4,0.2
OUT_02472,DIST_W_03,SMMT,1,259.2,103.68,103.68,51.84,0.4,0.4,0.2
OUT_02473,DIST_W_03,SMMT,0,141.2,28.24,77.66,35.3,0.2,0.55,0.25
OUT_02474,DIST_W_02,Bakery,0,885.57,177.11,487.07,221.39,0.2,0.55,0.25
OUT_02475,DIST_W_01,Eatery,3,4848.58,1939.43,1939.43,969.72,0.4,0.4,0.2
OUT_02476,DIST_W_01,Kiosk,0,143.79,28.76,79.08,35.95,0.2,0.55,0.25
OUT_02477,DIST_W_02,SMMT,0,112.0,22.4,61.6,28.0,0.2,0.55,0.25
OUT_02478,DIST_W_01,Eatery,0,85.05,17.01,46.78,21.26,0.2,0.55,0.25
OUT_02479,DIST_W_02,Hotel,3,1920.94,768.38,768.37,384.19,0.4,0.4,0.2
OUT_02480,DIST_W_03,SMMT,0,99.63,19.93,54.79,24.91,0.2,0.55,0.25
OUT_02481,DIST_W_01,Kiosk,0,140.76,28.15,77.42,35.19,0.2,0.55,0.25
OUT_02482,DIST_W_03,Hotel,2,1088.49,217.7,326.55,544.24,0.2,0.3,0.5
OUT_02483,DIST_W_02,Bakery,0,160.42,32.08,88.24,40.1,0.2,0.55,0.25
OUT_02484,DIST_W_03,SMMT,1,138.25,55.3,55.3,27.65,0.4,0.4,0.2
OUT_02485,DIST_W_03,Bakery,0,108.14,21.63,59.47,27.04,0.2,0.55,0.25
OUT_02486,DIST_W_03,Kiosk,1,218.11,87.24,87.25,43.62,0.4,0.4,0.2
OUT_02487,DIST_W_01,Eatery,0,127.88,25.58,70.33,31.97,0.2,0.55,0.25
OUT_02488,DIST_W_03,Eatery,1,80.3,32.12,32.12,16.06,0.4,0.4,0.2
OUT_02489,DIST_W_03,Eatery,0,109.43,21.89,60.18,27.36,0.2,0.55,0.25
OUT_02490,DIST_W_01,Bakery,1,252.1,100.84,100.84,50.42,0.4,0.4,0.2
OUT_02491,DIST_W_01,Eatery,1,831.05,332.42,332.42,166.21,0.4,0.4,0.2
OUT_02492,DIST_W_01,SMMT,1,148.39,59.36,59.35,29.68,0.4,0.4,0.2
OUT_02493,DIST_W_03,Grocery,0,127.21,25.44,69.97,31.8,0.2,0.55,0.25
OUT_02494,DIST_W_01,Grocery,1,238.51,95.4,95.41,47.7,0.4,0.4,0.2
OUT_02495,DIST_W_03,Grocery,0,898.69,179.74,494.28,224.67,0.2,0.55,0.25
OUT_02496,DIST_W_01,Grocery,1,262.52,105.01,105.01,52.5,0.4,0.4,0.2
OUT_02497,DIST_W_03,Bakery,0,114.0,22.8,62.7,28.5,0.2,0.55,0.25
OUT_02498,DIST_W_03,Pharmacy,5,978.7,391.48,391.48,195.74,0.4,0.4,0.2
OUT_02499,DIST_W_03,Grocery,1,71.28,28.51,28.51,14.26,0.4,0.4,0.2
OUT_02500,DIST_W_01,Grocery,1,298.24,119.3,119.29,59.65,0.4,0.4,0.2
OUT_02501,DIST_W_02,Kiosk,2,1394.21,557.68,557.69,278.84,0.4,0.4,0.2
OUT_02502,DIST_W_03,Eatery,1,354.55,141.82,141.82,70.91,0.4,0.4,0.2
OUT_02503,DIST_W_01,SMMT,1,103.56,41.42,41.43,20.71,0.4,0.4,0.2
OUT_02504,DIST_W_02,Eatery,1,61.91,24.76,24.77,12.38,0.4,0.4,0.2
OUT_02505,DIST_W_03,Grocery,0,820.77,164.15,451.43,205.19,0.2,0.55,0.25
OUT_02506,DIST_W_02,Pharmacy,1,72.57,14.51,21.78,36.28,0.2,0.3,0.5
OUT_02507,DIST_W_03,SMMT,0,130.83,26.17,71.95,32.71,0.2,0.55,0.25
OUT_02508,DIST_W_01,SMMT,1,59.56,23.82,23.83,11.91,0.4,0.4,0.2
OUT_02509,DIST_W_02,Bakery,1,222.59,89.04,89.03,44.52,0.4,0.4,0.2
OUT_02510,DIST_W_03,Hotel,1,145.57,43.67,65.51,36.39,0.3,0.45,0.25
OUT_02511,DIST_W_03,Grocery,1,212.16,84.86,84.87,42.43,0.4,0.4,0.2
OUT_02512,DIST_W_03,Pharmacy,1,411.32,82.26,123.4,205.66,0.2,0.3,0.5
OUT_02513,DIST_W_03,Bakery,0,118.55,23.71,65.2,29.64,0.2,0.55,0.25
OUT_02514,DIST_W_02,Pharmacy,5,498.11,199.24,199.25,99.62,0.4,0.4,0.2
OUT_02515,DIST_W_03,Kiosk,2,1172.13,468.85,468.85,234.43,0.4,0.4,0.2
OUT_02516,DIST_W_03,Pharmacy,4,636.4,254.56,254.56,127.28,0.4,0.4,0.2
OUT_02517,DIST_W_03,SMMT,2,243.44,97.38,97.37,48.69,0.4,0.4,0.2
OUT_02518,DIST_W_02,Bakery,1,86.35,34.54,34.54,17.27,0.4,0.4,0.2
OUT_02519,DIST_W_01,SMMT,1,71.72,28.69,28.69,14.34,0.4,0.4,0.2
OUT_02520,DIST_W_03,Pharmacy,1,319.07,127.63,127.63,63.81,0.4,0.4,0.2
OUT_02521,DIST_W_03,Eatery,0,1319.0,263.8,725.45,329.75,0.2,0.55,0.25
OUT_02522,DIST_W_01,Grocery,1,265.48,106.19,106.19,53.1,0.4,0.4,0.2
OUT_02523,DIST_W_02,Hotel,2,95.9,38.36,38.36,19.18,0.4,0.4,0.2
OUT_02524,DIST_W_03,Kiosk,5,1189.14,475.66,475.65,237.83,0.4,0.4,0.2
OUT_02525,DIST_W_02,Pharmacy,5,1279.93,511.97,511.97,255.99,0.4,0.4,0.2
OUT_02526,DIST_W_01,SMMT,0,125.63,25.13,69.09,31.41,0.2,0.55,0.25
OUT_02527,DIST_W_01,Hotel,1,204.26,40.85,61.28,102.13,0.2,0.3,0.5
OUT_02528,DIST_W_02,Hotel,1,255.31,102.12,102.13,51.06,0.4,0.4,0.2
OUT_02529,DIST_W_02,Grocery,0,113.55,22.71,62.45,28.39,0.2,0.55,0.25
OUT_02530,DIST_W_02,Grocery,1,197.59,79.04,79.03,39.52,0.4,0.4,0.2
OUT_02531,DIST_W_01,Bakery,2,195.84,78.34,78.33,39.17,0.4,0.4,0.2
OUT_02532,DIST_W_03,Bakery,0,95.31,19.06,52.42,23.83,0.2,0.55,0.25
OUT_02533,DIST_W_01,Pharmacy,1,86.07,17.21,25.82,43.04,0.2,0.3,0.5
OUT_02534,DIST_W_02,Eatery,2,117.5,47.0,47.0,23.5,0.4,0.4,0.2
OUT_02535,DIST_W_02,Eatery,0,1320.2,264.04,726.11,330.05,0.2,0.55,0.25
OUT_02536,DIST_W_02,Kiosk,0,129.56,25.91,71.26,32.39,0.2,0.55,0.25
OUT_02537,DIST_W_03,Eatery,0,128.87,25.77,70.88,32.22,0.2,0.55,0.25
OUT_02538,DIST_W_01,Pharmacy,3,1135.88,227.18,340.76,567.94,0.2,0.3,0.5
OUT_02539,DIST_W_02,Eatery,0,1363.16,272.63,749.74,340.79,0.2,0.55,0.25
OUT_02540,DIST_W_01,Grocery,0,154.24,30.85,84.83,38.56,0.2,0.55,0.25
OUT_02541,DIST_W_01,Kiosk,4,595.47,238.19,238.19,119.09,0.4,0.4,0.2
OUT_02542,DIST_W_01,Hotel,0,129.3,25.86,71.11,32.33,0.2,0.55,0.25
OUT_02543,DIST_W_03,Bakery,2,282.61,113.04,113.05,56.52,0.4,0.4,0.2
OUT_02544,DIST_W_02,SMMT,1,207.98,83.19,83.19,41.6,0.4,0.4,0.2
OUT_02545,DIST_W_02,Hotel,2,161.54,32.31,48.46,80.77,0.2,0.3,0.5
OUT_02546,DIST_W_01,Eatery,0,129.88,25.98,71.43,32.47,0.2,0.55,0.25
OUT_02547,DIST_W_01,Bakery,0,167.41,33.48,92.08,41.85,0.2,0.55,0.25
OUT_02548,DIST_W_03,Eatery,2,171.43,68.57,68.57,34.29,0.4,0.4,0.2
OUT_02549,DIST_W_01,Bakery,1,196.05,78.42,78.42,39.21,0.4,0.4,0.2
OUT_02550,DIST_W_01,SMMT,0,116.55,23.31,64.1,29.14,0.2,0.55,0.25
OUT_02551,DIST_W_02,Eatery,1,69.68,27.87,27.87,13.94,0.4,0.4,0.2
OUT_02552,DIST_W_02,Eatery,2,1083.94,433.58,433.57,216.79,0.4,0.4,0.2
OUT_02553,DIST_W_03,SMMT,0,119.86,23.97,65.93,29.96,0.2,0.55,0.25
OUT_02554,DIST_W_03,Kiosk,0,121.79,24.36,66.98,30.45,0.2,0.55,0.25
OUT_02555,DIST_W_02,Grocery,1,234.75,93.9,93.9,46.95,0.4,0.4,0.2
OUT_02556,DIST_W_02,Kiosk,0,762.95,152.59,419.62,190.74,0.2,0.55,0.25
OUT_02557,DIST_W_03,Eatery,1,895.46,358.18,358.19,179.09,0.4,0.4,0.2
OUT_02558,DIST_W_03,Bakery,1,627.38,250.95,250.95,125.48,0.4,0.4,0.2
OUT_02559,DIST_W_03,SMMT,0,132.48,26.5,72.86,33.12,0.2,0.55,0.25
OUT_02560,DIST_W_03,SMMT,1,88.45,35.38,35.38,17.69,0.4,0.4,0.2
OUT_02561,DIST_W_01,Bakery,1,57.56,23.02,23.03,11.51,0.4,0.4,0.2
OUT_02562,DIST_W_03,Eatery,0,173.69,34.74,95.53,43.42,0.2,0.55,0.25
OUT_02563,DIST_W_03,Eatery,1,311.9,124.76,124.76,62.38,0.4,0.4,0.2
OUT_02564,DIST_W_03,Bakery,0,96.25,19.25,52.94,24.06,0.2,0.55,0.25
OUT_02565,DIST_W_03,Grocery,1,193.42,77.37,77.37,38.68,0.4,0.4,0.2
OUT_02566,DIST_W_02,Pharmacy,2,160.07,32.01,48.02,80.04,0.2,0.3,0.5
OUT_02567,DIST_W_03,Kiosk,0,148.95,29.79,81.92,37.24,0.2,0.55,0.25
OUT_02568,DIST_W_01,Eatery,2,262.53,105.01,105.01,52.51,0.4,0.4,0.2
OUT_02569,DIST_W_01,Hotel,0,139.8,27.96,76.89,34.95,0.2,0.55,0.25
OUT_02570,DIST_W_03,SMMT,1,225.3,90.12,90.12,45.06,0.4,0.4,0.2
OUT_02571,DIST_W_03,Hotel,1,338.5,135.4,135.4,67.7,0.4,0.4,0.2
OUT_02572,DIST_W_01,Hotel,0,148.12,29.62,81.47,37.03,0.2,0.55,0.25
OUT_02573,DIST_W_02,SMMT,0,184.51,36.9,101.48,46.13,0.2,0.55,0.25
OUT_02574,DIST_W_03,Pharmacy,1,191.28,76.51,76.51,38.26,0.4,0.4,0.2
OUT_02575,DIST_W_02,Hotel,0,88.52,17.7,48.69,22.13,0.2,0.55,0.25
OUT_02576,DIST_W_01,Hotel,2,4999.75,1999.9,1999.9,999.95,0.4,0.4,0.2
OUT_02577,DIST_W_03,Grocery,0,796.38,159.28,438.0,199.1,0.2,0.55,0.25
OUT_02578,DIST_W_02,Hotel,5,537.37,214.95,214.95,107.47,0.4,0.4,0.2
OUT_02579,DIST_W_02,Eatery,1,427.96,171.18,171.19,85.59,0.4,0.4,0.2
OUT_02580,DIST_W_01,Hotel,0,136.23,27.25,74.92,34.06,0.2,0.55,0.25
OUT_02581,DIST_W_02,SMMT,2,178.26,71.3,71.31,35.65,0.4,0.4,0.2
OUT_02582,DIST_W_01,Bakery,3,3428.88,1371.55,1371.55,685.78,0.4,0.4,0.2
OUT_02583,DIST_W_03,Bakery,1,112.4,44.96,44.96,22.48,0.4,0.4,0.2
OUT_02584,DIST_W_03,Bakery,0,213.92,42.78,117.66,53.48,0.2,0.55,0.25
OUT_02585,DIST_W_02,Kiosk,1,491.83,196.73,196.73,98.37,0.4,0.4,0.2
OUT_02586,DIST_W_01,Hotel,4,3765.45,1506.18,1506.18,753.09,0.4,0.4,0.2
OUT_02587,DIST_W_02,Grocery,0,150.01,30.0,82.51,37.5,0.2,0.55,0.25
OUT_02588,DIST_W_02,Bakery,1,77.0,30.8,30.8,15.4,0.4,0.4,0.2
OUT_02589,DIST_W_02,Hotel,1,86.15,34.46,34.46,17.23,0.4,0.4,0.2
OUT_02590,DIST_W_01,Bakery,1,376.87,150.75,150.75,75.37,0.4,0.4,0.2
OUT_02591,DIST_W_03,Grocery,2,725.58,290.23,290.23,145.12,0.4,0.4,0.2
OUT_02592,DIST_W_03,Grocery,2,187.92,75.17,75.17,37.58,0.4,0.4,0.2
OUT_02593,DIST_W_02,Kiosk,4,1680.37,672.15,672.15,336.07,0.4,0.4,0.2
OUT_02594,DIST_W_03,Pharmacy,0,163.98,32.8,90.18,41.0,0.2,0.55,0.25
OUT_02595,DIST_W_02,Kiosk,1,82.77,33.11,33.11,16.55,0.4,0.4,0.2
OUT_02596,DIST_W_01,Kiosk,4,1550.7,620.28,620.28,310.14,0.4,0.4,0.2
OUT_02597,DIST_W_03,Grocery,3,1138.42,455.37,455.37,227.68,0.4,0.4,0.2
OUT_02598,DIST_W_02,Pharmacy,5,857.08,342.83,342.83,171.42,0.4,0.4,0.2
OUT_02599,DIST_W_01,Grocery,3,4352.44,1740.98,1740.97,870.49,0.4,0.4,0.2
OUT_02600,DIST_W_03,Eatery,2,196.86,78.74,78.75,39.37,0.4,0.4,0.2
OUT_02601,DIST_W_02,Eatery,1,296.98,118.79,118.79,59.4,0.4,0.4,0.2
OUT_02602,DIST_W_02,Bakery,0,885.42,177.08,486.98,221.36,0.2,0.55,0.25
OUT_02603,DIST_W_02,Kiosk,4,601.85,240.74,240.74,120.37,0.4,0.4,0.2
OUT_02604,DIST_W_02,Kiosk,0,173.8,34.76,95.59,43.45,0.2,0.55,0.25
OUT_02605,DIST_W_01,Grocery,1,246.0,98.4,98.4,49.2,0.4,0.4,0.2
OUT_02606,DIST_W_01,Kiosk,3,1488.03,595.21,595.21,297.61,0.4,0.4,0.2
OUT_02607,DIST_W_01,Hotel,1,80.07,16.01,24.03,40.03,0.2,0.3,0.5
OUT_02608,DIST_W_03,Grocery,2,155.46,62.18,62.19,31.09,0.4,0.4,0.2
OUT_02609,DIST_W_01,Hotel,1,66.41,13.28,19.93,33.2,0.2,0.3,0.5
OUT_02610,DIST_W_03,Bakery,1,320.53,128.21,128.21,64.11,0.4,0.4,0.2
OUT_02611,DIST_W_01,Hotel,2,107.32,42.93,42.93,21.46,0.4,0.4,0.2
OUT_02612,DIST_W_01,Grocery,2,165.91,66.36,66.37,33.18,0.4,0.4,0.2
OUT_02613,DIST_W_01,Eatery,2,124.76,49.9,49.91,24.95,0.4,0.4,0.2
OUT_02614,DIST_W_02,Kiosk,1,527.06,210.82,210.83,105.41,0.4,0.4,0.2
OUT_02615,DIST_W_03,Pharmacy,4,1501.74,300.35,450.52,750.87,0.2,0.3,0.5
OUT_02616,DIST_W_01,Eatery,5,880.7,352.28,352.28,176.14,0.4,0.4,0.2
OUT_02617,DIST_W_01,Bakery,3,4290.3,1716.12,1716.12,858.06,0.4,0.4,0.2
OUT_02618,DIST_W_02,Bakery,1,582.9,233.16,233.16,116.58,0.4,0.4,0.2
OUT_02619,DIST_W_01,Bakery,1,371.48,148.59,148.59,74.3,0.4,0.4,0.2
OUT_02620,DIST_W_01,SMMT,1,83.59,33.44,33.43,16.72,0.4,0.4,0.2
OUT_02621,DIST_W_01,Eatery,2,154.91,61.96,61.97,30.98,0.4,0.4,0.2
OUT_02622,DIST_W_02,Eatery,0,1399.27,279.85,769.6,349.82,0.2,0.55,0.25
OUT_02623,DIST_W_01,Grocery,1,82.83,33.13,33.13,16.57,0.4,0.4,0.2
OUT_02624,DIST_W_01,Hotel,0,125.86,25.17,69.23,31.46,0.2,0.55,0.25
OUT_02625,DIST_W_01,Kiosk,1,248.43,99.37,99.37,49.69,0.4,0.4,0.2
OUT_02626,DIST_W_01,Bakery,2,1378.94,551.58,551.57,275.79,0.4,0.4,0.2
OUT_02627,DIST_W_02,Bakery,1,91.6,36.64,36.64,18.32,0.4,0.4,0.2
OUT_02628,DIST_W_03,Kiosk,1,259.62,103.85,103.85,51.92,0.4,0.4,0.2
OUT_02629,DIST_W_01,Hotel,0,110.6,22.12,60.83,27.65,0.2,0.55,0.25
OUT_02630,DIST_W_02,Pharmacy,1,867.78,173.56,260.33,433.89,0.2,0.3,0.5
OUT_02631,DIST_W_01,Grocery,0,180.43,36.09,99.23,45.11,0.2,0.55,0.25
OUT_02632,DIST_W_01,Eatery,2,127.51,51.0,51.01,25.5,0.4,0.4,0.2
OUT_02633,DIST_W_03,Kiosk,0,137.91,27.58,75.85,34.48,0.2,0.55,0.25
OUT_02634,DIST_W_01,Hotel,0,195.12,39.02,107.32,48.78,0.2,0.55,0.25
OUT_02635,DIST_W_03,Hotel,0,159.31,31.86,87.62,39.83,0.2,0.55,0.25
OUT_02636,DIST_W_01,Hotel,2,4999.75,999.95,1499.92,2499.88,0.2,0.3,0.5
OUT_02637,DIST_W_03,Kiosk,0,238.78,47.76,131.32,59.7,0.2,0.55,0.25
OUT_02638,DIST_W_01,Pharmacy,1,494.44,98.89,148.33,247.22,0.2,0.3,0.5
OUT_02639,DIST_W_01,Eatery,0,117.67,23.53,64.72,29.42,0.2,0.55,0.25
OUT_02640,DIST_W_02,Pharmacy,1,305.71,61.14,91.72,152.85,0.2,0.3,0.5
OUT_02641,DIST_W_03,Eatery,4,685.71,274.28,274.29,137.14,0.4,0.4,0.2
OUT_02642,DIST_W_03,Eatery,0,113.61,22.72,62.49,28.4,0.2,0.55,0.25
OUT_02643,DIST_W_03,Eatery,5,1070.17,428.07,428.07,214.03,0.4,0.4,0.2
OUT_02644,DIST_W_01,Kiosk,2,135.99,54.4,54.39,27.2,0.4,0.4,0.2
OUT_02645,DIST_W_03,Grocery,1,63.11,25.24,25.25,12.62,0.4,0.4,0.2
OUT_02646,DIST_W_03,Eatery,1,49.88,19.95,19.95,9.98,0.4,0.4,0.2
OUT_02647,DIST_W_01,Kiosk,4,933.63,373.45,373.45,186.73,0.4,0.4,0.2
OUT_02648,DIST_W_02,Eatery,0,135.77,27.15,74.68,33.94,0.2,0.55,0.25
